,Year,District,2 Year,4 Year,Not Enrolled,all_students,female,male,gender_x,american_indian_alaskan_native,asian,black_african_american,hispanic_latino_of_any_race,native_hawaiian_other_pacific,two_or_more_races,white,english_language_learners,highly_capable,low_income,non_english_language_learners,non_highly_capable,non_low_income
825,2018,Stevenson-Carson,0.22,0.19,0.58,953,469,484,0,16,5,3,135,1,51,740,32,72,509,921,881,444
826,2018,Sumner,0.20666666666666667,0.3833333333333333,0.41,10100,4928,5172,0,66,210,100,1427,51,998,7248,390,531,3086,9710,9569,7014
827,2018,Sunnyside,0.22,0.21,0.58,6846,3370,3476,0,2,3,7,6336,0,56,442,2164,156,5911,4682,6690,935
828,2018,Tacoma,0.23,0.3575,0.41125,30323,14814,15501,8,325,2719,4125,6370,945,4451,11388,3295,1678,18631,27028,28645,11692
829,2018,Tahoma,0.3,0.41,0.29,8846,4233,4609,4,32,469,207,906,83,868,6281,250,406,1337,8596,8440,7509
830,2018,Tenino,0.31,0.17,0.52,1304,600,704,0,11,7,8,114,1,72,1091,18,9,660,1286,1295,644
831,2018,Toledo,0.29500000000000004,0.175,0.53,810,381,428,1,15,6,9,76,1,32,671,10,24,455,800,786,355
832,2018,Tonasket,0.11,0.3,0.59,1181,569,612,0,10,2,3,462,1,55,635,164,6,858,1017,1175,323
833,2018,Toppenish,0.28500000000000003,0.21500000000000002,0.5,4630,2284,2346,0,508,31,28,3433,1,45,584,1722,126,3875,2908,4504,755
834,2018,Tukwila,0.25,0.38,0.37,3043,1488,1553,2,27,830,620,875,113,196,382,1027,113,2305,2016,2930,738
835,2018,Tumwater,0.31666666666666665,0.3433333333333333,0.3433333333333333,6820,3289,3529,2,34,182,118,864,31,667,4924,139,306,2254,6681,6514,4566
836,2018,University Place,0.28,0.44,0.27,5826,2858,2968,0,28,572,544,894,94,982,2712,329,239,2292,5497,5587,3534
837,2018,Vancouver,0.24714285714285714,0.3528571428571428,0.3971428571428572,23567,11516,12051,0,108,729,612,6387,531,2015,13185,3291,4587,12290,20276,18980,11277
838,2018,Vashon Island,0.15,0.56,0.29000000000000004,1591,743,848,0,2,33,5,202,1,138,1210,78,62,389,1513,1529,1202
839,2018,Wahluke,0.33499999999999996,0.14500000000000002,0.515,2547,1223,1324,0,12,0,2,2471,1,5,56,1367,22,2340,1180,2525,207
840,2018,Wapato,0.265,0.245,0.5,3456,1622,1834,0,711,69,0,2478,2,106,90,1774,138,3196,1682,3318,260
841,2018,Warden,0.43,0.2,0.37,972,486,485,1,0,1,5,762,0,10,194,295,31,863,677,941,109
842,2018,Washougal,0.23,0.3,0.47,3222,1552,1670,0,14,36,20,348,3,223,2578,85,137,1247,3137,3085,1975
843,2018,Wenatchee,0.345,0.31,0.345,7884,3766,4117,1,22,81,37,4034,4,167,3539,1929,789,4827,5955,7095,3057
844,2018,West Valley (Spokane),0.26,0.42,0.33,3788,1661,1871,256,21,50,57,378,16,326,2940,119,148,2146,3669,3640,1642
845,2018,West Valley (Yakima),0.27,0.4,0.33,5523,2688,2834,1,47,136,46,1732,12,180,3370,410,509,2556,5113,5014,2967
846,2018,White River,0.19,0.28,0.52,4104,1990,2114,0,30,55,34,456,7,218,3304,145,268,1263,3959,3836,2841
847,2018,White Salmon Valley,0.165,0.33499999999999996,0.505,1280,602,678,0,10,8,1,411,2,40,808,205,95,597,1075,1185,683
848,2018,Winlock,0.35,0.165,0.485,765,362,403,0,3,5,0,181,0,58,518,82,16,710,683,749,55
849,2018,Woodland,0.25,0.21000000000000002,0.54,2536,1200,1336,0,9,19,20,536,2,92,1858,202,263,1262,2334,2273,1274
850,2018,Yakima,0.2833333333333334,0.22333333333333336,0.49666666666666665,16406,8116,8290,0,153,67,88,13038,11,387,2662,5104,550,13462,11302,15856,2944
851,2018,Yelm,0.195,0.265,0.54,5862,2854,3008,0,95,83,72,920,69,658,3965,160,338,2713,5702,5524,3149
852,2018,Zillah,0.32,0.29,0.39,1346,616,730,0,44,6,0,727,0,51,518,157,43,795,1189,1303,551
853,2019,Aberdeen,0.29000000000000004,0.16,0.55,3546,1801,1745,0,86,51,34,1159,4,296,1896,458,90,2665,3088,3456,881
854,2019,Adna,0.42,0.18,0.4,642,323,316,3,6,4,6,49,0,13,564,3,27,194,639,615,448
855,2019,Anacortes,0.23,0.41500000000000004,0.355,2624,1280,1344,0,21,70,24,267,2,143,2097,51,220,684,2573,2404,1940
856,2019,Arlington,0.265,0.255,0.48,5962,2890,3067,5,51,88,35,814,17,498,4459,301,203,2241,5661,5759,3721
857,2019,Asotin-Anatone,0.22,0.41,0.37,625,314,311,0,2,7,1,38,2,36,539,0,32,237,625,593,388
858,2019,Auburn,0.28500000000000003,0.2875,0.43,17999,8713,9286,0,208,1849,1407,5486,824,1812,6413,3818,593,10567,14181,17406,7432
859,2019,Bainbridge Island,0.08499999999999999,0.71,0.21000000000000002,3888,1869,2017,2,16,119,24,323,5,354,3022,53,535,315,3835,3353,3573
860,2019,Battle Ground,0.27,0.23399999999999999,0.496,12812,6308,6503,1,58,316,135,1362,60,699,10182,852,659,4474,11960,12153,8338
861,2019,Bellevue,0.16833333333333333,0.6566666666666666,0.17500000000000002,21764,10444,11308,12,39,9078,689,2839,59,2022,7038,3091,3242,3891,18673,18522,17873
862,2019,Bellingham,0.28500000000000003,0.4225,0.2925,12052,5725,6304,23,107,640,177,2043,39,1047,7999,882,895,4430,11170,11157,7622
863,2019,Bethel,0.25,0.178,0.5700000000000001,20785,9960,10819,6,205,792,1413,4244,890,3073,10168,1136,1038,11121,19649,19747,9664
864,2019,Blaine,0.3,0.2,0.5,2326,1141,1185,0,33,91,39,330,17,160,1656,100,310,1188,2226,2016,1138
865,2019,Bremerton,0.305,0.18,0.515,4944,2424,2520,0,31,177,282,1104,97,800,2453,459,217,3304,4485,4727,1640
866,2019,Brewster,0.31,0.26,0.43,926,444,482,0,5,2,0,821,0,7,91,386,18,840,540,908,86
867,2019,Burlington-Edison,0.275,0.29000000000000004,0.435,3577,1689,1887,1,26,47,22,1611,8,160,1703,768,240,1942,2809,3337,1635
868,2019,Camas,0.21,0.53,0.255,7647,3750,3894,3,22,606,71,785,17,691,5455,212,742,1173,7435,6905,6474
869,2019,Cape Flattery,0.26,0.23,0.52,520,252,268,0,252,1,0,101,0,108,58,0,2,418,520,518,102
870,2019,Cascade,0.26,0.39,0.35,1371,669,700,2,8,7,9,427,0,48,872,177,26,680,1194,1345,691
871,2019,Castle Rock,0.33,0.09,0.58,1505,712,793,0,11,9,2,121,4,89,1269,27,22,816,1478,1483,689
872,2019,Central Kitsap,0.3175,0.355,0.3325,11919,5782,6136,1,48,515,384,1883,146,2056,6886,315,1189,1932,11604,10730,9987
873,2019,Central Valley,0.22,0.3833333333333333,0.3866666666666667,14818,7013,7802,3,200,282,367,411,152,764,12636,481,930,5568,14337,13888,9250
874,2019,Centralia,0.41000000000000003,0.14500000000000002,0.445,3586,1736,1843,7,17,28,35,1326,6,164,2007,436,109,2891,3150,3477,695
875,2019,Chehalis,0.385,0.28500000000000003,0.325,3269,1543,1725,1,17,35,52,637,7,202,2319,149,95,1565,3120,3174,1704
876,2019,Cheney,0.15,0.365,0.48,5241,2474,2764,3,110,85,94,584,91,393,3884,223,324,2677,5018,4917,2564
877,2019,Chewelah,0.22,0.3233333333333333,0.4566666666666667,735,367,363,5,8,4,2,41,0,62,618,0,30,437,735,705,298
878,2019,Chimacum,0.19,0.25,0.56,826,389,436,1,5,8,3,73,2,67,668,10,43,446,816,783,380
879,2019,Clarkston,0.125,0.345,0.53,2707,1343,1364,0,56,23,27,220,0,153,2228,20,69,1595,2687,2638,1112
880,2019,Cle Elum-Roslyn,0.16,0.38,0.46499999999999997,918,459,457,2,8,7,2,87,0,54,760,15,29,408,903,889,510
881,2019,Clover Park,0.26,0.26333333333333336,0.4766666666666666,13763,6607,7140,16,78,506,1627,4687,777,2004,4084,1762,284,10088,12001,13479,3675
882,2019,Colfax,0.24,0.37,0.39,558,255,301,2,2,4,0,21,0,45,486,1,20,186,557,538,372
883,2019,College Place,0.51,0.19,0.31,1629,777,851,1,8,8,8,704,6,88,807,288,102,936,1341,1527,693
884,2019,Columbia (Walla Walla),0.49,0.2,0.31,788,376,412,0,6,2,9,309,0,18,444,127,59,447,661,729,341
885,2019,Colville,0.20500000000000002,0.31,0.485,1745,868,875,2,24,8,8,100,0,103,1502,16,41,958,1729,1704,787
886,2019,Coupeville,0.22,0.28,0.51,1037,557,479,1,2,11,12,153,2,132,725,33,28,385,1004,1009,652
887,2019,Darrington,0.15,0.27,0.58,453,234,218,1,17,3,3,33,0,32,365,6,4,244,447,449,209
888,2019,Davenport,0.16,0.24,0.6,593,286,307,0,8,8,3,17,0,27,530,2,4,310,591,589,283
889,2019,Dayton,0.48,0.26,0.26,430,210,220,0,6,6,2,77,0,10,329,2,8,243,428,422,187
890,2019,Deer Park,0.17,0.2,0.63,2651,1287,1363,1,68,15,33,152,5,9,2369,18,479,1352,2633,2172,1299
891,2019,East Valley (Spokane),0.23,0.3,0.46,4078,1971,2102,5,48,48,48,432,36,280,3186,145,107,2417,3933,3971,1661
892,2019,East Valley (Yakima),0.3,0.21,0.49,3284,1577,1705,2,21,24,23,1673,4,103,1436,379,191,2003,2905,3093,1281
893,2019,Eastmont,0.34,0.12,0.54,6336,3084,3251,1,21,45,21,3052,4,183,3010,1078,321,3683,5258,6015,2653
894,2019,Eatonville,0.27,0.22,0.5,2047,982,1062,3,12,15,9,186,5,130,1675,13,20,890,2034,2027,1157
895,2019,Edmonds,0.31,0.38,0.312,21697,10240,11437,20,106,2792,1559,4723,190,2319,10008,3109,861,8445,18588,20836,13252
896,2019,Ellensburg,0.125,0.385,0.495,3436,1657,1775,4,33,62,38,670,5,117,2511,268,207,1473,3168,3229,1963
897,2019,Elma,0.32,0.15500000000000003,0.525,1606,783,823,0,20,11,10,341,0,128,1096,126,87,1172,1480,1519,434
898,2019,Enumclaw,0.23,0.3,0.48,4300,2058,2241,1,48,28,33,728,11,190,3262,268,227,1450,4032,4073,2850
899,2019,Ephrata,0.28,0.17,0.55,2673,1278,1395,0,7,17,12,925,1,61,1650,299,221,1464,2374,2452,1209
900,2019,Everett,0.31,0.32,0.365,21198,10292,10884,22,95,3431,915,4324,271,1746,10416,3081,1696,8529,18117,19502,12669
901,2019,Evergreen (Clark),0.248,0.27199999999999996,0.47800000000000004,25380,12106,13251,23,113,1533,691,6405,529,2246,13863,3680,1925,13294,21700,23455,12086
902,2019,Federal Way,0.272,0.312,0.41600000000000004,23319,11372,11940,7,118,2714,3546,7425,1289,2699,5528,5244,2270,15716,18075,21049,7603
903,2019,Ferndale,0.275,0.32,0.405,4819,2321,2494,4,385,172,46,1010,8,409,2788,361,973,2379,4458,3846,2440
904,2019,Fife,0.27,0.34,0.39,3901,1892,2008,1,32,324,198,826,251,566,1704,530,144,1900,3371,3757,2001
905,2019,Finley,0.33,0.1,0.57,915,429,486,0,4,2,5,438,0,36,430,170,49,712,745,866,203
906,2019,Franklin Pierce,0.21666666666666667,0.2933333333333334,0.48666666666666664,8061,3884,4176,1,75,497,783,2453,479,1280,2494,886,525,6480,7175,7536,1581
907,2019,Goldendale,0.21,0.24,0.56,945,444,501,0,47,5,2,129,1,59,702,36,17,596,909,928,349
908,2019,Grand Coulee Dam,0.22,0.19,0.5900000000000001,759,362,397,0,270,3,2,92,0,165,227,139,32,566,620,727,193
909,2019,Grandview,0.255,0.245,0.5,3750,1817,1933,0,7,2,3,3478,0,12,248,1209,56,3180,2541,3694,570
910,2019,Granger,0.25,0.21,0.54,1579,794,785,0,50,0,2,1465,0,0,62,606,12,1380,973,1567,199
911,2019,Granite Falls,0.28500000000000003,0.14500000000000002,0.565,2165,1049,1116,0,46,20,24,258,8,136,1673,74,37,1013,2091,2128,1152
912,2019,Highland,0.32,0.17,0.51,1179,561,610,8,2,3,2,910,0,14,248,347,44,972,832,1135,207
913,2019,Highline,0.292,0.29,0.41200000000000003,19514,9243,10242,29,131,2866,2899,7745,725,1293,3855,5569,756,13855,13945,18758,5659
914,2019,Hockinson,0.22,0.49,0.3,2034,1008,1026,0,9,52,16,123,5,105,1724,68,215,416,1966,1819,1618
915,2019,Hoquiam,0.42,0.195,0.385,1621,773,844,4,83,15,19,318,1,124,1061,85,71,1239,1536,1550,382
916,2019,Issaquah,0.17,0.6725,0.1575,21455,10491,10964,0,41,6630,423,1902,48,1748,10663,1427,1076,2040,20028,20379,19415
917,2019,Kalama,0.25,0.19,0.56,1079,495,583,1,14,8,14,111,7,17,908,45,74,393,1034,1005,686
918,2019,Kelso,0.275,0.175,0.545,5034,2398,2631,5,56,59,22,874,74,335,3614,339,338,3091,4695,4696,1943
919,2019,Kennewick,0.2675,0.2675,0.4625,19369,9345,10020,4,61,360,392,7006,54,919,10577,2344,13,11123,17025,19356,8246
920,2019,Kent,0.33166666666666667,0.31333333333333335,0.34833333333333333,27341,13175,14166,0,85,5553,3459,6251,721,2657,8614,5814,2253,14932,21527,25088,12409
921,2019,Kettle Falls,0.15,0.26,0.6,1135,575,558,2,29,13,9,88,1,88,907,12,59,590,1123,1076,545
922,2019,Kittitas,0.17,0.41,0.41,675,333,342,0,0,5,5,151,0,6,508,65,21,345,610,654,330
923,2019,La Center,0.255,0.22,0.525,1718,839,874,5,8,12,9,117,4,56,1512,34,97,416,1684,1621,1302
924,2019,La Conner,0.22,0.5,0.28,665,325,340,0,216,4,1,81,0,60,303,173,36,394,492,629,271
925,2019,Lake Chelan,0.365,0.25,0.385,1446,654,791,1,0,11,4,804,1,12,614,384,39,927,1062,1407,519
926,2019,Lake Stevens,0.3,0.27,0.43,9654,4613,5041,0,37,391,217,1461,38,887,6623,471,779,2706,9183,8875,6948
927,2019,Lake Washington,0.15333333333333335,0.6816666666666666,0.16,32122,15319,16795,8,47,10198,657,3441,31,2701,15047,3295,3052,3513,28827,29070,28609
928,2019,Lake Washington Institute of Technology,0.27,0.24,0.48,806,341,418,47,4,61,42,136,4,35,523,0,0,0,806,806,806
929,2019,Lakewood,0.23,0.22,0.55,2614,1228,1386,0,20,48,50,492,33,341,1630,175,110,1094,2439,2504,1520
930,2019,Longview,0.25666666666666665,0.25,0.49,6705,3333,3372,0,102,128,75,1447,58,462,4433,473,390,4384,6232,6315,2321
931,2019,Lynden,0.255,0.33999999999999997,0.41500000000000004,3590,1735,1854,1,19,121,49,873,5,165,2358,393,76,1292,3197,3514,2298
932,2019,Mabton,0.23,0.17,0.6,869,419,447,3,2,0,0,845,0,0,22,410,0,821,459,869,48
933,2019,Manson,0.3,0.34,0.36,663,325,338,0,8,0,2,432,0,2,219,31,14,481,632,649,182
934,2019,Marysville,0.27666666666666667,0.16333333333333333,0.5533333333333333,10954,5316,5628,10,633,672,212,2681,111,1187,5458,1414,458,5799,9540,10496,5155
935,2019,Mead,0.23249999999999998,0.4675,0.2975,10857,5307,5550,0,74,153,127,775,117,909,8702,380,1032,3460,10477,9825,7397
936,2019,Medical Lake,0.185,0.35,0.47,2002,919,1083,0,8,20,54,228,8,152,1532,13,35,794,1989,1967,1208
937,2019,Mercer Island,0.1,0.76,0.14,4491,2089,2396,6,2,1018,36,219,7,522,2687,172,694,174,4319,3797,4317
938,2019,Meridian,0.43,0.24,0.33,1807,867,940,0,24,109,16,375,2,110,1171,220,75,732,1587,1732,1075
939,2019,Methow Valley,0.11499999999999999,0.52,0.365,730,353,377,0,5,2,2,55,0,36,629,21,114,312,709,616,418
940,2019,Monroe,0.255,0.33999999999999997,0.4,6778,3342,3433,3,31,138,90,1542,10,415,4552,650,65,2060,6128,6713,4718
941,2019,Montesano,0.38,0.25,0.37,1467,701,766,0,24,15,10,164,1,119,1134,31,107,560,1436,1360,907
942,2019,Moses Lake,0.29,0.26,0.44,8983,4431,4552,0,27,82,90,4437,9,236,4102,1406,483,5987,7577,8500,2996
943,2019,Mount Adams,0.18,0.29,0.53,904,442,462,0,472,0,3,337,1,54,37,484,30,872,420,874,32
944,2019,Mount Vernon,0.32,0.29,0.39,7156,3501,3655,0,37,140,68,3892,60,150,2809,1664,309,4539,5492,6847,2617
945,2019,Mukilteo,0.32,0.34,0.34,16074,7711,8361,2,64,2326,1278,4613,164,1654,5975,3310,930,8468,12764,15144,7606
946,2019,Napavine,0.34,0.17,0.49,849,393,456,0,1,5,4,125,1,52,661,19,47,404,830,802,445
947,2019,Newport,0.07500000000000001,0.275,0.645,1140,514,626,0,11,4,4,68,1,69,983,0,125,755,1140,1015,385
948,2019,Nine Mile Falls,0.24,0.48,0.28,1440,664,776,0,14,7,10,88,3,79,1239,4,55,408,1436,1385,1032
949,2019,Nooksack Valley,0.36,0.26,0.38,1982,928,1054,0,66,18,11,673,3,102,1109,266,14,1144,1716,1968,838
950,2019,North Franklin,0.28500000000000003,0.20500000000000002,0.51,2167,1045,1120,2,3,24,8,1561,1,21,549,789,62,1644,1378,2105,523
951,2019,North Kitsap,0.24666666666666667,0.3466666666666667,0.4066666666666667,6088,3031,3056,1,299,180,61,907,41,707,3893,260,623,2111,5828,5465,3977
952,2019,North Mason,0.305,0.15000000000000002,0.5449999999999999,2338,1106,1231,1,24,16,9,601,11,168,1509,350,67,1359,1988,2271,979
953,2019,Northshore,0.19,0.5875,0.2225,23982,11599,12316,67,52,5145,512,3031,38,2118,13086,1958,4373,3595,22024,19609,20387
954,2019,Oak Harbor,0.215,0.31,0.48,6091,2940,3146,5,29,351,263,1089,42,746,3571,268,422,2520,5823,5669,3571
955,2019,Ocean Beach,0.15,0.43,0.43,1103,524,579,0,13,10,1,190,1,67,819,50,49,798,1053,1054,305
956,2019,Ocosta,0.4,0.34,0.26,634,292,342,0,19,2,2,153,1,65,392,54,11,556,580,623,78
957,2019,Okanogan,0.235,0.255,0.51,1163,542,615,6,94,3,9,320,0,92,645,100,40,754,1063,1123,409
958,2019,Olympia,0.25,0.49,0.26666666666666666,10302,4913,5374,15,60,766,295,1294,41,1151,6695,324,358,3395,9978,9944,6907
959,2019,Omak,0.195,0.315,0.49,5617,2879,2735,3,403,213,301,921,48,353,3378,281,53,3944,5336,5564,1673
960,2019,Onalaska,0.38,0.09,0.53,858,419,439,0,4,3,0,88,1,51,711,30,35,508,828,823,350
961,2019,Oroville,0.16,0.38,0.47,580,283,297,0,9,4,1,231,0,13,322,68,7,425,512,573,155
962,2019,Orting,0.22,0.23,0.55,2564,1223,1338,3,14,39,39,379,12,233,1847,87,78,896,2477,2486,1668
963,2019,Othello,0.27,0.24,0.49,4809,2295,2514,0,3,14,6,4325,1,27,433,1874,208,3999,2935,4601,810
964,2019,Pasco,0.29000000000000004,0.175,0.535,19217,9428,9788,1,32,240,190,13605,50,491,4609,6541,1293,14085,12676,17924,5132
965,2019,Peninsula,0.195,0.4025,0.405,9615,4723,4892,0,29,168,76,925,18,1040,7359,175,789,2135,9440,8826,7480
966,2019,Port Angeles,0.335,0.25,0.42,3688,1756,1928,4,182,63,24,358,8,393,2660,56,452,2016,3632,3236,1672
967,2019,Port Townsend,0.23,0.32,0.45,1235,611,621,3,15,21,13,105,1,88,992,33,87,627,1202,1148,608
968,2019,Prosser,0.27,0.27,0.46,2654,1316,1338,0,17,29,8,1692,4,76,815,613,67,1915,2041,2587,739
969,2019,Pullman,0.16,0.56,0.28,2815,1342,1467,6,15,248,81,336,11,197,1927,161,135,934,2654,2680,1881
970,2019,Puyallup,0.2375,0.36,0.40249999999999997,23557,11368,12187,2,240,1376,1167,4088,443,2982,13261,1376,1413,9135,22181,22144,14422
971,2019,Quillayute Valley,0.36,0.18,0.46,3348,1835,1512,1,77,59,109,828,15,332,1928,233,37,1892,3115,3311,1456
972,2019,Quincy,0.325,0.225,0.45,3014,1539,1475,0,2,8,10,2646,0,12,336,1289,125,2512,1725,2889,502
973,2019,Rainier,0.13,0.11,0.76,930,458,471,1,5,4,4,98,3,85,731,3,27,433,927,903,497
974,2019,Raymond,0.31,0.17,0.51,596,287,305,4,12,26,2,171,2,15,368,68,24,404,528,572,192
975,2019,Reardan-Edwall,0.17,0.3,0.53,688,342,345,1,27,2,0,26,1,35,597,12,5,304,676,683,384
976,2019,Renton,0.3025,0.35,0.34750000000000003,16158,7841,8303,14,69,4003,2322,4094,181,1535,3954,2910,1226,8356,13248,14932,7802
977,2019,Richland,0.19,0.13,0.68,14288,6969,7318,1,62,490,213,2781,18,682,10042,754,981,5582,13534,13307,8706
978,2019,Ridgefield,0.27,0.37,0.35,3497,1725,1772,0,11,59,20,443,6,222,2736,114,257,855,3383,3240,2642
979,2019,Ritzville,0.28,0.28,0.44,377,175,202,0,6,7,1,40,1,11,311,0,0,180,377,377,197
980,2019,Riverside,0.175,0.28,0.55,1541,717,821,3,24,11,8,95,1,55,1347,8,48,781,1533,1493,760
981,2019,Riverview,0.125,0.625,0.245,3377,1661,1711,5,11,109,28,442,4,167,2616,175,27,456,3202,3350,2921
982,2019,Rochester,0.255,0.13,0.615,2247,1049,1196,2,72,15,5,507,9,188,1451,207,154,1199,2040,2093,1048
983,2019,Royal,0.35,0.12,0.53,1766,887,879,0,1,2,0,1445,0,4,314,792,115,1012,974,1651,754
984,2019,San Juan Island,0.24,0.52,0.245,782,406,374,2,6,11,4,149,0,35,577,53,3,313,729,779,469
985,2019,Sedro-Woolley,0.255,0.175,0.5700000000000001,4668,2282,2384,2,99,27,20,1010,17,209,3286,394,142,2568,4274,4526,2100
986,2019,Selah,0.225,0.305,0.47,3912,1919,1989,4,14,18,16,1244,3,127,2490,344,284,2105,3568,3628,1807
987,2019,Sequim,0.23,0.38,0.395,2773,1330,1443,0,44,45,16,352,7,215,2094,57,252,1336,2716,2521,1437
988,2019,Shelton,0.165,0.16,0.6799999999999999,4705,2254,2442,9,150,23,29,1597,11,365,2530,863,96,3282,3842,4609,1423
989,2019,Shoreline,0.27666666666666667,0.5433333333333333,0.18333333333333335,9985,4781,5204,0,30,1284,791,1401,54,1239,5186,852,1014,2817,9133,8971,7168
990,2019,Snohomish,0.2733333333333334,0.42333333333333334,0.2966666666666667,9840,4756,5072,12,50,477,107,1170,16,673,7347,417,2006,2021,9423,7834,7819
991,2019,Snoqualmie Valley,0.19,0.55,0.26,7335,3498,3834,3,39,519,71,606,19,485,5596,233,379,784,7102,6956,6551
992,2019,South Bend,0.3,0.35,0.35,650,330,319,1,17,18,4,286,1,66,258,93,1,451,557,649,199
993,2019,South Kitsap,0.22,0.29000000000000004,0.495,9908,4756,5151,1,102,254,165,1270,151,1204,6762,289,821,3844,9619,9087,6064
994,2019,South Whidbey,0.235,0.45499999999999996,0.31,1343,686,655,2,8,24,12,100,4,99,1096,10,54,413,1333,1289,930
995,2019,Spokane,0.2357142857142857,0.3242857142857143,0.4414285714285714,31204,15094,16098,12,314,719,1020,3516,617,4079,20933,2154,1022,18594,29050,30182,12610
996,2019,Stanwood-Camano,0.295,0.22499999999999998,0.48,4809,2301,2508,0,39,59,42,515,17,310,3827,135,162,1528,4674,4647,3281
997,2019,Stevenson-Carson,0.17,0.32,0.51,946,473,473,0,25,5,2,132,1,57,724,33,57,521,913,889,425
998,2019,Sumner,0.22666666666666666,0.3866666666666667,0.38666666666666666,10336,5041,5295,0,61,214,123,1515,46,1085,7292,383,576,3258,9953,9760,7078
999,2019,Sunnyside,0.24,0.24,0.52,6803,3337,3466,0,3,5,13,6284,0,52,446,2049,120,164,4754,6683,6639
1000,2019,Tacoma,0.215,0.34,0.445,30389,14818,15549,22,301,2674,3950,6515,958,4727,11264,3238,1201,18276,27151,29188,12113
1001,2019,Tahoma,0.25,0.45,0.3,9180,4369,4806,5,28,543,190,995,64,994,6366,322,447,1410,8858,8733,7770
1002,2019,Tenino,0.38,0.15,0.47,1336,617,719,0,14,9,6,114,2,69,1122,14,6,679,1322,1330,657
1003,2019,Toledo,0.41500000000000004,0.1,0.485,861,399,459,3,17,5,9,80,1,31,718,14,16,477,847,845,384
1004,2019,Tonasket,0.11,0.3,0.59,1153,569,584,0,12,3,3,440,2,62,631,142,12,870,1011,1141,283
1005,2019,Toppenish,0.255,0.315,0.43000000000000005,4738,2296,2442,0,467,36,27,3505,2,45,656,1603,261,4066,3135,4477,672
1006,2019,Tukwila,0.34,0.34,0.33,3009,1474,1506,29,26,792,646,894,118,188,345,1030,84,2310,1979,2925,699
1007,2019,Tumwater,0.3233333333333333,0.27,0.4066666666666667,6760,3256,3499,5,35,175,126,908,33,661,4822,143,291,2280,6617,6469,4480
1008,2019,University Place,0.29,0.43,0.28,5768,2816,2952,0,25,536,536,918,77,973,2703,354,203,2218,5414,5565,3550
1009,2019,Vancouver,0.24285714285714288,0.37142857142857144,0.38571428571428573,23298,11373,11925,0,103,751,651,6358,525,1969,12941,3237,663,12092,20061,22635,11206
1010,2019,Vashon Island,0.215,0.575,0.215,1525,716,809,0,2,28,5,202,1,130,1157,81,59,384,1444,1466,1141
1011,2019,Wahluke,0.35,0.125,0.515,2479,1184,1295,0,11,0,2,2402,1,4,59,1344,0,2306,1135,2479,173
1012,2019,Wapato,0.235,0.225,0.54,3416,1615,1799,2,679,65,0,2499,2,94,77,1697,131,3019,1719,3285,397
1013,2019,Warden,0.47,0.13,0.4,959,484,475,0,0,1,4,748,0,17,189,262,32,853,697,927,106
1014,2019,Washougal,0.27,0.2,0.53,3234,1554,1680,0,12,36,24,353,2,197,2610,90,87,1271,3144,3147,1963
1015,2019,Wenatchee,0.365,0.26,0.375,7930,3755,4174,1,17,88,30,4055,4,183,3553,1825,828,4512,6105,7102,3418
1016,2019,West Valley (Spokane),0.27,0.37,0.36,3730,1617,1847,266,28,48,64,388,16,334,2852,128,138,2143,3602,3592,1587
1017,2019,West Valley (Yakima),0.29,0.36,0.35,5569,2740,2825,4,55,143,42,1847,9,174,3279,429,443,2503,5140,5126,3066
1018,2019,White River,0.25,0.23,0.52,4161,2047,2114,0,31,52,25,463,6,247,3337,156,282,1314,4005,3879,2847
1019,2019,White Salmon Valley,0.12,0.375,0.51,1285,591,693,1,10,4,2,406,2,42,819,196,100,589,1089,1185,696
1020,2019,Woodland,0.245,0.13,0.625,2535,1193,1342,0,8,19,15,571,2,99,1821,213,170,1228,2322,2365,1307
1021,2019,Yakima,0.28,0.26666666666666666,0.45333333333333337,16419,8126,8293,0,150,64,91,13058,18,396,2642,4947,462,13681,11472,15957,2738
1022,2019,Yelm,0.185,0.28500000000000003,0.53,5902,2813,3085,4,108,85,73,937,89,686,3924,165,357,3001,5737,5545,2901
1023,2019,Zillah,0.31,0.22,0.47,1335,620,715,0,52,4,1,723,0,53,502,144,46,789,1191,1289,546
